994|LL Bottom Bracket|LL Bottom Bracket|en    |Chromoly steel.
720|HL Road Frame - Red, 52|HL Road Frame|ar    |??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.
721|HL Road Frame - Red, 56|HL Road Frame|ar    |??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.
837|HL Road Frame - Black, 62|HL Road Frame|ar    |??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.
838|HL Road Frame - Black, 44|HL Road Frame|ar    |??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.
839|HL Road Frame - Black, 48|HL Road Frame|ar    |??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.
840|HL Road Frame - Black, 52|HL Road Frame|ar    |??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.
886|LL Touring Frame - Yellow, 62|LL Touring Frame|ar    |???? ???? ?????????? ???? ??????? ???? ????? ??? ????? ???? ???????? ????? ?????? ?????? ?? ????? ??????. ???? ??????? ????????? ???? ????? ??????.
895|LL Touring Frame - Blue, 50|LL Touring Frame|ar    |???? ???? ?????????? ???? ??????? ???? ????? ??? ????? ???? ???????? ????? ?????? ?????? ?? ????? ??????. ???? ??????? ????????? ???? ????? ??????.
896|LL Touring Frame - Blue, 54|LL Touring Frame|ar    |???? ???? ?????????? ???? ??????? ???? ????? ??? ????? ???? ???????? ????? ?????? ?????? ?? ????? ??????. ???? ??????? ????????? ???? ????? ??????.
897|LL Touring Frame - Blue, 58|LL Touring Frame|ar    |???? ???? ?????????? ???? ??????? ???? ????? ??? ????? ???? ???????? ????? ?????? ?????? ?? ????? ??????. ???? ??????? ????????? ???? ????? ??????.
898|LL Touring Frame - Blue, 62|LL Touring Frame|ar    |???? ???? ?????????? ???? ??????? ???? ????? ??? ????? ???? ???????? ????? ?????? ?????? ?? ????? ??????. ???? ??????? ????????? ???? ????? ??????.
899|LL Touring Frame - Yellow, 44|LL Touring Frame|ar    |???? ???? ?????????? ???? ??????? ???? ????? ??? ????? ???? ???????? ????? ?????? ?????? ?? ????? ??????. ???? ??????? ????????? ???? ????? ??????.
900|LL Touring Frame - Yellow, 50|LL Touring Frame|ar    |???? ???? ?????????? ???? ??????? ???? ????? ??? ????? ???? ???????? ????? ?????? ?????? ?? ????? ??????. ???? ??????? ????????? ???? ????? ??????.
901|LL Touring Frame - Yellow, 54|LL Touring Frame|ar    |???? ???? ?????????? ???? ??????? ???? ????? ??? ????? ???? ???????? ????? ?????? ?????? ?? ????? ??????. ???? ??????? ????????? ???? ????? ??????.
902|LL Touring Frame - Yellow, 58|LL Touring Frame|ar    |???? ???? ?????????? ???? ??????? ???? ????? ??? ????? ???? ???????? ????? ?????? ?????? ?? ????? ??????. ???? ??????? ????????? ???? ????? ??????.
903|LL Touring Frame - Blue, 44|LL Touring Frame|ar    |???? ???? ?????????? ???? ??????? ???? ????? ??? ????? ???? ???????? ????? ?????? ?????? ?? ????? ??????. ???? ??????? ????????? ???? ????? ??????.
885|HL Touring Frame - Yellow, 60|HL Touring Frame|ar    |??? ?? ????? ??? ???? HL ??????? ?? ?????????? ?????? ?? ?? ???? ????? ??????? ??? ?? ??????? ?????? ???? ?????? ??????? ???????. ?????? ???????.
887|HL Touring Frame - Yellow, 46|HL Touring Frame|ar    |??? ?? ????? ??? ???? HL ??????? ?? ?????????? ?????? ?? ?? ???? ????? ??????? ??? ?? ??????? ?????? ???? ?????? ??????? ???????. ?????? ???????.
888|HL Touring Frame - Yellow, 50|HL Touring Frame|ar    |??? ?? ????? ??? ???? HL ??????? ?? ?????????? ?????? ?? ?? ???? ????? ??????? ??? ?? ??????? ?????? ???? ?????? ??????? ???????. ?????? ???????.
889|HL Touring Frame - Yellow, 54|HL Touring Frame|ar    |??? ?? ????? ??? ???? HL ??????? ?? ?????????? ?????? ?? ?? ???? ????? ??????? ??? ?? ??????? ?????? ???? ?????? ??????? ???????. ?????? ???????.
890|HL Touring Frame - Blue, 46|HL Touring Frame|ar    |??? ?? ????? ??? ???? HL ??????? ?? ?????????? ?????? ?? ?? ???? ????? ??????? ??? ?? ??????? ?????? ???? ?????? ??????? ???????. ?????? ???????.
891|HL Touring Frame - Blue, 50|HL Touring Frame|ar    |??? ?? ????? ??? ???? HL ??????? ?? ?????????? ?????? ?? ?? ???? ????? ??????? ??? ?? ??????? ?????? ???? ?????? ??????? ???????. ?????? ???????.
892|HL Touring Frame - Blue, 54|HL Touring Frame|ar    |??? ?? ????? ??? ???? HL ??????? ?? ?????????? ?????? ?? ?? ???? ????? ??????? ??? ?? ??????? ?????? ???? ?????? ??????? ???????. ?????? ???????.
893|HL Touring Frame - Blue, 60|HL Touring Frame|ar    |??? ?? ????? ??? ???? HL ??????? ?? ?????????? ?????? ?? ?? ???? ????? ??????? ??? ?? ??????? ?????? ???? ?????? ??????? ???????. ?????? ???????.
846|Taillights - Battery-Powered|Taillight|ar    |????? ??? ??? ????? ??????? ???? ??? ?????? ?????? 3 ??????? AAA.
872|Road Bottle Cage|Road Bottle Cage|ar    |???? ???? ?? ?????????? ??? ?? ????? ?? ?????? ?????? ??????? ?? ??????? ??? ????? ?? ??????? ??? ???????? ???????.
870|Water Bottle - 30 oz.|Water Bottle|ar    |????? ???? ???? ???? AWC ?????? 840 ?????? ?? ??????? ??? ????? ??????.
876|Hitch Rack - 4-Bike|Hitch Rack - 4-Bike|ar    |???? 4 ?????? ???? ???? ?? ???? ???????? ?????? ???? ????? ?????? 2 ????.
878|Fender Set - Mountain|Fender Set - Mountain|ar    |????? ????? ?????? ????? ???? ???????? ??????? ??????? ?? ??????.
709|Mountain Bike Socks, M|Mountain Bike Socks|ar    |?????? ?? ?????? ??????? ???????? ??? ?????? ??????? ????? ?????? ??????.
710|Mountain Bike Socks, L|Mountain Bike Socks|ar    |?????? ?? ?????? ??????? ???????? ??? ?????? ??????? ????? ?????? ??????.
844|Minipump|Minipump|ar    |????? ?????? ?????? ??????. ????? ??? ?????. ?????? ?? ??????????. ????? ??? ?? ?????? ???????.
855|Men's Bib-Shorts, S|Men's Bib-Shorts|ar    |????? ????? AWC ?? ????? ?????? ????? ?? ???????? ???? ?????? ??????? ???????.
856|Men's Bib-Shorts, M|Men's Bib-Shorts|ar    |????? ????? AWC ?? ????? ?????? ????? ?? ???????? ???? ?????? ??????? ???????.
857|Men's Bib-Shorts, L|Men's Bib-Shorts|ar    |????? ????? AWC ?? ????? ?????? ????? ?? ???????? ???? ?????? ??????? ???????.
842|Touring-Panniers, Large|Touring-Panniers|ar    |?????? ????? ????? ?????? ????? ????? ???? ?????? ????? ??????. ????? ????? ????? ?????? ???? ????? ???????.
858|Half-Finger Gloves, S|Half-Finger Gloves|ar    |???? ?? ?? ???? ?????? ????? ????? ?????? ????? ??? ????? ????? ??? ???? ????? ???? ??????.
859|Half-Finger Gloves, M|Half-Finger Gloves|ar    |???? ?? ?? ???? ?????? ????? ????? ?????? ????? ??? ????? ????? ??? ???? ????? ???? ??????.
860|Half-Finger Gloves, L|Half-Finger Gloves|ar    |???? ?? ?? ???? ?????? ????? ????? ?????? ????? ??? ????? ????? ??? ???? ????? ???? ??????.
861|Full-Finger Gloves, S|Full-Finger Gloves|ar    |???? ?? ???? ?? ??????? ?????? ????? ????? ?????? ????? ???? ????? ??????. ?????? ????? ?????? ???? AWC.
862|Full-Finger Gloves, M|Full-Finger Gloves|ar    |???? ?? ???? ?? ??????? ?????? ????? ????? ?????? ????? ???? ????? ??????. ?????? ????? ?????? ???? AWC.
863|Full-Finger Gloves, L|Full-Finger Gloves|ar    |???? ?? ???? ?? ??????? ?????? ????? ????? ?????? ????? ???? ????? ??????. ?????? ????? ?????? ???? AWC.
867|Women's Mountain Shorts, S|Women's Mountain Shorts|ar    |????? ????? ?????? ?????? ?????????? ????? ??? ????? ?????? ???? ????? ?? ??????? ?????? ?? ???? ??????? ?????? ?????? ???? ???????? ?????? ??????.
868|Women's Mountain Shorts, M|Women's Mountain Shorts|ar    |????? ????? ?????? ?????? ?????????? ????? ??? ????? ?????? ???? ????? ?? ??????? ?????? ?? ???? ??????? ?????? ?????? ???? ???????? ?????? ??????.
869|Women's Mountain Shorts, L|Women's Mountain Shorts|ar    |????? ????? ?????? ?????? ?????????? ????? ??? ????? ?????? ???? ????? ?? ??????? ?????? ?? ???? ??????? ?????? ?????? ???? ???????? ?????? ??????.
873|Patch Kit/8 Patches|Patch kit|ar    |???? 8 ??? ??? ?????? ?????? ????? ????? ?????? ???? ?????.
864|Classic Vest, S|Classic Vest|ar    |??? ????? ?????? ??????? ?????? ????? ??? ?????.
865|Classic Vest, M|Classic Vest|ar    |??? ????? ?????? ??????? ?????? ????? ??? ?????.
866|Classic Vest, L|Classic Vest|ar    |??? ????? ?????? ??????? ?????? ????? ??? ?????.
841|Men's Sports Shorts, S|Men's Sports Shorts|ar    |????? ???? ????? ??? ?????? ?????? ?? ???? ??????? ???? ???? ??? ??????? ???????.
849|Men's Sports Shorts, M|Men's Sports Shorts|ar    |????? ???? ????? ??? ?????? ?????? ?? ???? ??????? ???? ???? ??? ??????? ???????.
850|Men's Sports Shorts, L|Men's Sports Shorts|ar    |????? ???? ????? ??? ?????? ?????? ?? ???? ??????? ???? ???? ??? ??????? ???????.
851|Men's Sports Shorts, XL|Men's Sports Shorts|ar    |????? ???? ????? ??? ?????? ?????? ?? ???? ??????? ???? ???? ??? ??????? ???????.
879|All-Purpose Bike Stand|All-Purpose Bike Stand|ar    |???? ????? ????? ????? ??????? ????? ????? ?????? ???????. ????? ????? ????? ??????? ???????.
847|Headlights - Dual-Beam|Headlights - Dual-Beam|ar    |????? ????? ????? ??????? ???? ?????? ?????.
848|Headlights - Weatherproof|Headlights - Weatherproof|ar    |????? ????? ??? ???? ?????? ??????.
881|Short-Sleeve Classic Jersey, S|Short-Sleeve Classic Jersey|ar    |???? ???? ???? ??????? ??????? ???? ????? ?????? ????? ?? ???? ???? ?? ???????? ???? ????? ????? ?????? ?????? ???? ?????.
882|Short-Sleeve Classic Jersey, M|Short-Sleeve Classic Jersey|ar    |???? ???? ???? ??????? ??????? ???? ????? ?????? ????? ?? ???? ???? ?? ???????? ???? ????? ????? ?????? ?????? ???? ?????.
883|Short-Sleeve Classic Jersey, L|Short-Sleeve Classic Jersey|ar    |???? ???? ???? ??????? ??????? ???? ????? ?????? ????? ?? ???? ???? ?? ???????? ???? ????? ????? ?????? ?????? ???? ?????.
884|Short-Sleeve Classic Jersey, XL|Short-Sleeve Classic Jersey|ar    |???? ???? ???? ??????? ??????? ???? ????? ?????? ????? ?? ???? ???? ?? ???????? ???? ????? ????? ?????? ?????? ???? ?????.
845|Mountain Pump|Mountain Pump|ar    |????? ?????? ?????. ??? ??? ??????? ????? ?? ???? ???????.
874|Racing Socks, M|Racing Socks|ar    |????? ?????? ????? ?????? ?????? ??? ????? ??? ?????.
875|Racing Socks, L|Racing Socks|ar    |????? ?????? ????? ?????? ?????? ??? ????? ??? ?????.
871|Mountain Bottle Cage|Mountain Bottle Cage|ar    |???? ???? ?? ?????????? ????? ??????? ?????? ????? ??????? ??? ??????? ??????.
712|AWC Logo Cap|Cycling Cap|ar    |??? ?????? ?? ???? ????? ???????? ?????? ???? ???? ????? ??????.
713|Long-Sleeve Logo Jersey, S|Long-Sleeve Logo Jersey|ar    |???? ???? ???? ??????? ?????? ????? ??????? ????? ?? ???????????? ???? ???? AWC.
714|Long-Sleeve Logo Jersey, M|Long-Sleeve Logo Jersey|ar    |???? ???? ???? ??????? ?????? ????? ??????? ????? ?? ???????????? ???? ???? AWC.
715|Long-Sleeve Logo Jersey, L|Long-Sleeve Logo Jersey|ar    |???? ???? ???? ??????? ?????? ????? ??????? ????? ?? ???????????? ???? ???? AWC.
716|Long-Sleeve Logo Jersey, XL|Long-Sleeve Logo Jersey|ar    |???? ???? ???? ??????? ?????? ????? ??????? ????? ?? ???????????? ???? ???? AWC.
707|Sport-100 Helmet, Red|Sport-100|ar    |?????? ???? ???? ????? ???????? ?????? ????? ????? ??? ?? ????? ???? ?????? ???????? ????????.
708|Sport-100 Helmet, Black|Sport-100|ar    |?????? ???? ???? ????? ???????? ?????? ????? ????? ??? ?? ????? ???? ?????? ???????? ????????.
711|Sport-100 Helmet, Blue|Sport-100|ar    |?????? ???? ???? ????? ???????? ?????? ????? ????? ??? ?? ????? ???? ?????? ???????? ????????.
880|Hydration Pack - 70 oz.|Hydration Pack|ar    |???? ??? ????? ?????? ??????? ???????????? ??? 1.960 ???????? ????? ????? ????? ??????? ???????? ????? ????? ?? ???? ???.
852|Women's Tights, S|Women's Tights|ar    |????? ???????? ??????? ???????? ?? ?????????? ??????? ??????? ?? ??? ??????? ?? ?????? ??????? ?????????? ??? ?????? ?? ????? ?????.
853|Women's Tights, M|Women's Tights|ar    |????? ???????? ??????? ???????? ?? ?????????? ??????? ??????? ?? ??? ??????? ?? ?????? ??????? ?????????? ??? ?????? ?? ????? ?????.
854|Women's Tights, L|Women's Tights|ar    |????? ???????? ??????? ???????? ?? ?????????? ??????? ??????? ?? ??? ??????? ?? ?????? ??????? ?????????? ??? ?????? ?? ????? ?????.
877|Bike Wash - Dissolver|Bike Wash|ar    |?????? ????? ???? ????? ??????? ?????? ?????? ???????? ??? ???? ???? ??????. ????? ???? ??? ????.
843|Cable Lock|Cable Lock|ar    |????? ????? ???????? ??????? ???????? ????? ?????? ????????.
994|LL Bottom Bracket|LL Bottom Bracket|fr    |Acier chromÇ.
995|ML Bottom Bracket|ML Bottom Bracket|fr    |Cuvettes en alliage d'aluminiumˇ; axe de grand diamätre.
996|HL Bottom Bracket|HL Bottom Bracket|fr    |Cuvettes en alliage d'aluminium et axe creux.
984|Mountain-500 Silver, 40|Mountain-500|fr    |AdaptÇ Ö tous les usages, sur route ou tout-terrain. Pour toutes les bourses. Changement de braquet en douceur et conduite confortable.
985|Mountain-500 Silver, 42|Mountain-500|fr    |AdaptÇ Ö tous les usages, sur route ou tout-terrain. Pour toutes les bourses. Changement de braquet en douceur et conduite confortable.
986|Mountain-500 Silver, 44|Mountain-500|fr    |AdaptÇ Ö tous les usages, sur route ou tout-terrain. Pour toutes les bourses. Changement de braquet en douceur et conduite confortable.
987|Mountain-500 Silver, 48|Mountain-500|fr    |AdaptÇ Ö tous les usages, sur route ou tout-terrain. Pour toutes les bourses. Changement de braquet en douceur et conduite confortable.
988|Mountain-500 Silver, 52|Mountain-500|fr    |AdaptÇ Ö tous les usages, sur route ou tout-terrain. Pour toutes les bourses. Changement de braquet en douceur et conduite confortable.
989|Mountain-500 Black, 40|Mountain-500|fr    |AdaptÇ Ö tous les usages, sur route ou tout-terrain. Pour toutes les bourses. Changement de braquet en douceur et conduite confortable.
990|Mountain-500 Black, 42|Mountain-500|fr    |AdaptÇ Ö tous les usages, sur route ou tout-terrain. Pour toutes les bourses. Changement de braquet en douceur et conduite confortable.
991|Mountain-500 Black, 44|Mountain-500|fr    |AdaptÇ Ö tous les usages, sur route ou tout-terrain. Pour toutes les bourses. Changement de braquet en douceur et conduite confortable.
992|Mountain-500 Black, 48|Mountain-500|fr    |AdaptÇ Ö tous les usages, sur route ou tout-terrain. Pour toutes les bourses. Changement de braquet en douceur et conduite confortable.
993|Mountain-500 Black, 52|Mountain-500|fr    |AdaptÇ Ö tous les usages, sur route ou tout-terrain. Pour toutes les bourses. Changement de braquet en douceur et conduite confortable.
980|Mountain-400-W Silver, 38|Mountain-400-W|fr    |Ce vÇlo offre un excellent rapport qualitÇ-prix. Vif et facile Ö manouvrer, il se conduit en toute tranquillitÇ sur les chemins et les sentiers.
981|Mountain-400-W Silver, 40|Mountain-400-W|fr    |Ce vÇlo offre un excellent rapport qualitÇ-prix. Vif et facile Ö manouvrer, il se conduit en toute tranquillitÇ sur les chemins et les sentiers.
982|Mountain-400-W Silver, 42|Mountain-400-W|fr    |Ce vÇlo offre un excellent rapport qualitÇ-prix. Vif et facile Ö manouvrer, il se conduit en toute tranquillitÇ sur les chemins et les sentiers.
983|Mountain-400-W Silver, 46|Mountain-400-W|fr    |Ce vÇlo offre un excellent rapport qualitÇ-prix. Vif et facile Ö manouvrer, il se conduit en toute tranquillitÇ sur les chemins et les sentiers.
785|Mountain-300 Black, 38|Mountain-300|fr    |Pour les vÇritables passionnÇs du VTT. Un vÇlo extràmement robuste qui vous permettra d'aller partout, màme sur les terrains difficiles, pour un budget raisonnable.
786|Mountain-300 Black, 40|Mountain-300|fr    |Pour les vÇritables passionnÇs du VTT. Un vÇlo extràmement robuste qui vous permettra d'aller partout, màme sur les terrains difficiles, pour un budget raisonnable.
787|Mountain-300 Black, 44|Mountain-300|fr    |Pour les vÇritables passionnÇs du VTT. Un vÇlo extràmement robuste qui vous permettra d'aller partout, màme sur les terrains difficiles, pour un budget raisonnable.
788|Mountain-300 Black, 48|Mountain-300|fr    |Pour les vÇritables passionnÇs du VTT. Un vÇlo extràmement robuste qui vous permettra d'aller partout, màme sur les terrains difficiles, pour un budget raisonnable.
779|Mountain-200 Silver, 38|Mountain-200|fr    |Conduite sur terrains träs accidentÇs. IdÇal pour tous les niveaux de compÇtition. Utilise le màme cadre HL que le Montain-100.
780|Mountain-200 Silver, 42|Mountain-200|fr    |Conduite sur terrains träs accidentÇs. IdÇal pour tous les niveaux de compÇtition. Utilise le màme cadre HL que le Montain-100.
781|Mountain-200 Silver, 46|Mountain-200|fr    |Conduite sur terrains träs accidentÇs. IdÇal pour tous les niveaux de compÇtition. Utilise le màme cadre HL que le Montain-100.
782|Mountain-200 Black, 38|Mountain-200|fr    |Conduite sur terrains träs accidentÇs. IdÇal pour tous les niveaux de compÇtition. Utilise le màme cadre HL que le Montain-100.
783|Mountain-200 Black, 42|Mountain-200|fr    |Conduite sur terrains träs accidentÇs. IdÇal pour tous les niveaux de compÇtition. Utilise le màme cadre HL que le Montain-100.
784|Mountain-200 Black, 46|Mountain-200|fr    |Conduite sur terrains träs accidentÇs. IdÇal pour tous les niveaux de compÇtition. Utilise le màme cadre HL que le Montain-100.
771|Mountain-100 Silver, 38|Mountain-100|fr    |VTT de compÇtition haut de gamme. Plusieurs options d'amÇlioration des performancesˇ: cadre HL, suspension avant particuliärement souple et traction adaptÇe Ö tous les terrains.
772|Mountain-100 Silver, 42|Mountain-100|fr    |VTT de compÇtition haut de gamme. Plusieurs options d'amÇlioration des performancesˇ: cadre HL, suspension avant particuliärement souple et traction adaptÇe Ö tous les terrains.
773|Mountain-100 Silver, 44|Mountain-100|fr    |VTT de compÇtition haut de gamme. Plusieurs options d'amÇlioration des performancesˇ: cadre HL, suspension avant particuliärement souple et traction adaptÇe Ö tous les terrains.
774|Mountain-100 Silver, 48|Mountain-100|fr    |VTT de compÇtition haut de gamme. Plusieurs options d'amÇlioration des performancesˇ: cadre HL, suspension avant particuliärement souple et traction adaptÇe Ö tous les terrains.
775|Mountain-100 Black, 38|Mountain-100|fr    |VTT de compÇtition haut de gamme. Plusieurs options d'amÇlioration des performancesˇ: cadre HL, suspension avant particuliärement souple et traction adaptÇe Ö tous les terrains.
776|Mountain-100 Black, 42|Mountain-100|fr    |VTT de compÇtition haut de gamme. Plusieurs options d'amÇlioration des performancesˇ: cadre HL, suspension avant particuliärement souple et traction adaptÇe Ö tous les terrains.
777|Mountain-100 Black, 44|Mountain-100|fr    |VTT de compÇtition haut de gamme. Plusieurs options d'amÇlioration des performancesˇ: cadre HL, suspension avant particuliärement souple et traction adaptÇe Ö tous les terrains.
778|Mountain-100 Black, 48|Mountain-100|fr    |VTT de compÇtition haut de gamme. Plusieurs options d'amÇlioration des performancesˇ: cadre HL, suspension avant particuliärement souple et traction adaptÇe Ö tous les terrains.
977|Road-750 Black, 58|Road-750|fr    |VÇlo d'adulte d'entrÇe de gammeˇ; permet une conduite confortable en ville ou sur les chemins de campagne. Moyeux et rayons Ö blocage rapide.
997|Road-750 Black, 44|Road-750|fr    |VÇlo d'adulte d'entrÇe de gammeˇ; permet une conduite confortable en ville ou sur les chemins de campagne. Moyeux et rayons Ö blocage rapide.
998|Road-750 Black, 48|Road-750|fr    |VÇlo d'adulte d'entrÇe de gammeˇ; permet une conduite confortable en ville ou sur les chemins de campagne. Moyeux et rayons Ö blocage rapide.
999|Road-750 Black, 52|Road-750|fr    |VÇlo d'adulte d'entrÇe de gammeˇ; permet une conduite confortable en ville ou sur les chemins de campagne. Moyeux et rayons Ö blocage rapide.
759|Road-650 Red, 58|Road-650|fr    |VÇlo träs sÇduisant comportant de nombreuses caractÇristiques des modäles haut de gamme. BÇnÇficie du cadre lÇger et rigide, mais aussi de la ligne performante qui ont fait notre rÇputation.
760|Road-650 Red, 60|Road-650|fr    |VÇlo träs sÇduisant comportant de nombreuses caractÇristiques des modäles haut de gamme. BÇnÇficie du cadre lÇger et rigide, mais aussi de la ligne performante qui ont fait notre rÇputation.
